koi_score,koi_period,koi_ror,koi_srho,koi_prad,koi_sma,koi_teq,koi_insol,koi_dor,koi_count,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,O/P
0,26.83771808,0.108646,12.9281,12.68,0.1845,658,44.22,79,1,6194,4.445,0.07,1.069,1.161,N
1,16.7525077,0.018524,1.35716,3.65,0.1262,801,97.43,27.2,1,4807,3.906,0.48,1.802,0.955,N
0.944,3.53105835,0.231298,0.06295,10.61,0.0348,558,22.83,3.46,4,3638,4.844,-0.14,0.42,0.45,N
0,49.61275752,0.506988,1.97546,57.08,0.2723,536,19.46,63.582,1,6241,4.45,-0.14,1.031,1.088,N
0.851,6.32589574,0.012726,19.96947,1.14,0.0647,901,156.27,34.8,1,5749,4.568,-0.28,0.818,0.907,N
0.996,11.9378354,0.014211,1.04289,1.15,0.0954,671,47.91,19.88,1,5469,4.611,-0.38,0.738,0.826,N
0.999,32.715906,0.010568,0.20647,3.68,0.233,902,156.74,22.69,1,5527,3.627,0.16,3.192,1.574,N
0.719,15.3317719,0.013624,0.18991,1.91,0.1216,821,107.44,13.31,1,5726,4.228,0.16,1.285,1.018,N
0.771,82.331756,0.015333,1.11638,2.08,0.3864,474,11.96,73.7,1,5997,4.304,0.16,1.242,1.135,N
0.966,84.704139,0.02339,0.68214,4.17,0.4089,537,19.59,63.72,1,6085,4.115,0.14,1.634,1.271,N
0,0.755105584,0.58683,0.2579,76.26,0.0173,2412,7996.1,1.9809,1,6592,4.369,-0.12,1.19,1.211,N
0,101.2633628,0.37945,0.15176,44,0.4344,435,8.47,43.4912,1,6309,4.413,-0.2,1.062,1.058,N
0,120.5816718,0.567504,4.10773,41.71,0.4322,291,1.7,146.7,1,5294,4.651,-0.54,0.673,0.744,N
0,1.558544209,0.454191,0.91799,35.12,0.0234,1182,460.09,4.9031,1,4868,4.582,-0.22,0.708,0.7,N
0,2.63757408,0.730483,0.28124,76.02,0.0382,1242,563.22,4.694,1,5639,4.509,0.36,0.953,1.071,N
0,8.64636188,0.438049,0.30811,54.24,0.0859,1033,268.95,10.6784,1,6444,4.382,-0.18,1.134,1.128,N
0,112.4635889,0.479766,0.07811,129.04,0.5519,692,54.2,37.379,1,7426,3.903,-0.08,2.463,1.769,N
0.985,27.0965146,0.014451,0.11159,2.13,0.179,700,56.79,16.3,2,5775,4.193,0.14,1.352,1.038,N
0.937,11.5474983,0.010036,0.22364,1.48,0.1014,930,176.97,11.64,2,5775,4.193,0.14,1.352,1.038,N
0,42.39930429,0.425527,0.1539,44.7,0.2409,542,20.46,24.4549,1,6153,4.487,-0.22,0.962,1.036,N
0.864,83.2664103,0.022432,33.67336,2.89,0.3654,439,8.78,231.1,1,5538,4.266,0.16,1.18,0.937,N
0.999,11.6044881,0.014751,2.53149,1.88,0.0981,841,118.5,26.22,3,5533,4.275,0.16,1.166,0.934,N
0,27.00980738,0.382756,30.49176,22.32,0.1448,330,2.82,105.55,1,3900,4.727,-0.1,0.534,0.555,N
1,15.0219784,0.011751,0.03264,1.77,0.1197,874,137.91,7.3,1,5831,4.162,0,1.382,1.011,N
0.893,11.8237228,0.014222,0.06533,1.25,0.0978,703,57.62,7.84,1,5559,4.578,-0.18,0.803,0.899,N
0.67,85.272459,0.033383,0.01556,3.85,0.3677,443,9.1,18.15,1,5922,4.349,-0.28,1.057,0.911,N
0,12.42592675,0.025106,0.00037,2.66,0.1071,790,92.32,1.445442,1,5952,4.489,0.02,0.971,1.057,N
1,19.0689513,0.016821,0.00194,1.63,0.129,627,36.63,3.34,1,5418,4.436,-0.2,0.889,0.788,N
0,89.7398137,0.465939,24.98125,38.01,0.3682,363,4.1,219.91,1,5777,4.608,-0.62,0.747,0.832,N
0,90.08255562,0.192307,0.16603,49.2,0.437,666,46.58,41.451,1,6523,3.835,-0.2,2.343,1.371,N
0,0.759768478,0.007174,0.20786,0.64,0.0158,1737,2149.06,1.851,1,5481,4.574,-0.06,0.815,0.914,N
0,42.2011587,0.23628,0.00297,37.39,0.2409,671,47.85,6.54,1,6200,4.135,-0.26,1.449,1.043,N
0,15.65129028,0.650096,1.656,78.3,0.1288,792,93.1,27.782,1,6137,4.418,0.14,1.103,1.165,N
0,9.014220178,0.194303,2.50279,15.49,0.0763,661,45.03,22.07,1,4842,4.573,-0.08,0.73,0.729,N
0,1.824653341,0.539549,0.47264,55.44,0.0267,1680,1880.22,4.3653,1,6413,4.372,-1.54,0.941,0.76,N
0,3.185090259,0.662324,1.01063,92.5,0.0432,1564,1414.18,8.1532,1,6516,4.249,-0.4,1.279,1.055,N
0,372.76888,0.037443,0.03125,3.66,0.9978,242,0.81,61.2,1,5800,4.514,-0.14,0.894,0.951,N
0.999,5.70940795,0.024186,3.82217,1.51,0.052,644,40.66,18.74,3,4402,4.682,-0.58,0.572,0.575,N
0.692,2.086076372,12.633445,46.65963,1543.74,0.0302,1645,1728.2,22.1,1,6124,4.265,-0.68,1.119,0.839,N
0.972,3.63898953,0.013212,2.3984,1.68,0.0453,1238,555.71,11.89,3,5533,4.275,0.16,1.166,0.934,N
1,38.1303324,0.012762,0.69206,1.54,0.2322,613,33.43,37.6,1,6370,4.41,-0.1,1.106,1.148,N
0.999,14.42735088,0.013498,0.02155,1.53,0.116,783,88.9,6.19,1,5929,4.403,-0.06,1.04,1,N
0.996,6.2253374,0.010165,0.25129,1.92,0.0694,1378,851.73,8.01,1,6263,4.024,-0.18,1.726,1.147,N
0.96,12.90235874,0.017349,6.23823,1.49,0.103,675,48.99,38,1,5530,4.586,-0.22,0.788,0.882,N
0.94,36.4337867,0.018302,3.49918,2.2,0.2108,561,23.35,62.6,2,5566,4.329,0.14,1.099,0.938,N
0,58.5850357,0.688798,12.92261,149.98,0.3156,707,59.16,132.8,1,6379,3.925,-0.24,1.994,1.222,N
0.969,12.5014905,0.01375,1.3972,2.24,0.1085,952,194.3,22.6,2,5821,4.127,0.16,1.492,1.088,N
0.135,40.6511021,0.011351,0.09953,1.7,0.249,651,42.54,20.56,1,6297,4.26,0.14,1.369,1.247,N
0.571,89.945828,0.016454,63.90005,3.46,0.3781,509,15.86,301,1,5115,3.819,-0.24,1.924,0.891,N
0.365,40.1454757,0.016638,1.69685,13.01,0.3196,1640,1708.38,52.5,1,7852,3.159,-0.5,7.162,2.697,N
0.995,265.47847,0.038304,0.13653,4.2,0.7733,291,1.7,79.8,2,5792,4.375,-0.26,1.005,0.875,N
0,1.546222068,0.00654,0.02565,0.77,0.0264,1578,1465.41,1.48,3,5611,4.388,0.36,1.073,1.026,N
0,89.3313828,0.050079,0.07124,8.02,0.4317,558,22.89,31.09,1,6860,4.233,-0.1,1.467,1.35,N
0,22.2941485,0.009837,2.1618,1.5,0.164,760,78.93,38.4,1,5915,4.223,0.26,1.392,1.183,N
0.139,1.048130894,0.012888,0.06248,4.52,0.0246,3871,52952.95,1.536638,1,7673,3.679,-0.36,3.214,1.799,N
0.998,46.7162336,0.016994,0.97501,2.03,0.2588,531,18.74,48.3,1,5856,4.386,0.16,1.092,1.057,N
0.924,17.6062701,0.013592,0.04774,1.72,0.1342,753,75.96,9.21,2,5808,4.326,0.16,1.159,1.038,N
0,43.56225858,0.602613,6.17772,80.02,0.2498,624,35.83,85.3,1,6411,4.307,-0.2,1.216,1.091,N
0,198.443477,0.440177,1.10235,41.72,0.6367,279,1.44,131.9,1,5420,4.502,0,0.868,0.874,N
0,17.90766473,2.488302,7.99211,282.86,0.1386,746,73.31,51.36,1,6173,4.447,-0.04,1.041,1.104,N
0,2.4044122,0.006215,0.13311,0.85,0.036,1662,1805.11,3.44,1,6398,4.276,-0.22,1.249,1.07,N
0,22.77196484,0.612697,1.10658,104.17,0.159,835,114.9,31.187,1,6049,4.067,-0.22,1.557,1.032,N
0,184.5201539,0.275861,0.33231,23.38,0.5682,275,1.36,84.254,1,5341,4.514,-0.44,0.776,0.718,N
0.967,82.175197,0.021508,1.13566,2.24,0.373,441,8.92,74.01,1,6247,4.489,-0.34,0.954,1.022,N
0,29.01585293,11.513161,13.01865,1183.06,0.1745,592,29.11,83.4,1,5783,4.415,-0.36,0.941,0.841,N
0,77.36241476,0.482947,0.4868,41.66,0.3362,362,4.08,53.602,1,5359,4.57,-0.12,0.79,0.848,N
0.253,495.71095,0.020671,17.38548,4.41,1.2788,330,2.8,609,1,6054,3.911,-0.22,1.953,1.135,N
0.998,10.35857039,0.015084,5.29954,1.68,0.0932,860,129.28,31.09,1,5893,4.423,-0.02,1.02,1.005,N
0.776,20.0679247,0.022842,0.22014,2.25,0.1442,662,45.49,16.73,2,5997,4.522,-0.22,0.904,0.991,N
1,30.2541186,0.022052,27.41847,2.8,0.2043,660,44.87,109.9,1,6277,4.402,0.21,1.161,1.239,N
0,17.08120242,0.507526,0.66419,39.24,0.1189,585,27.61,21.718,1,5431,4.623,-0.5,0.708,0.769,N
0.995,20.034708,0.010243,0.60326,2.24,0.1557,967,207.16,23.39,3,6120,3.934,0.02,2,1.251,N
0.74,541.92452,0.046999,0.03972,3.15,1.098,144,0.1,85.1,1,4378,4.64,-0.34,0.614,0.601,N
0.953,3.15722086,0.006453,0.51611,1.41,0.0454,1791,2436.47,6.48,3,6120,3.934,0.02,2,1.251,N
0.393,58.7701045,0.014204,0.89425,1.57,0.2893,508,15.78,54.7,1,6158,4.397,-0.44,1.013,0.934,N
0.905,6.685438,0.00991,0.07069,1.25,0.0704,1040,276.02,5.51,2,5808,4.326,0.16,1.159,1.038,N
0.997,23.2385587,0.011845,0.27848,2.18,0.1753,903,157.09,19.96,2,6602,4.108,-0.12,1.685,1.333,N
0.994,8.5433774,0.008588,0.09802,1.58,0.09,1260,595.97,7.23,2,6602,4.108,-0.12,1.685,1.333,N
0.23,118.314913,0.013895,5.97078,7.23,0.5752,786,90.09,164.1,1,6190,3.34,-0.34,4.763,1.811,N
1,20.35971899,0.021227,1.4014,0.8,0.1025,276,1.38,31.3,1,3419,4.904,0.04,0.344,0.346,Y
0,43.798566,0.199499,0.01235,48.52,0.2626,721,63.8,10.78,1,5611,3.842,0.16,2.227,1.259,N
0,131.7363049,0.298387,6.73032,54.38,0.495,413,6.89,183.46,1,5102,3.962,0.12,1.669,0.932,N
0,4.301031137,0.550225,0.4911,93.01,0.0581,1454,1056.61,7.831,1,6386,4.208,0.48,1.548,1.408,N
0,198.0137918,0.497851,3.23429,38.49,0.583,260,1.09,188.55,1,5359,4.566,-0.72,0.708,0.673,N
0.592,11.7201693,0.011486,6.50694,1.34,0.1052,870,135.43,36.2,1,6193,4.434,0,1.067,1.127,N
1,1.682934607,0.011608,0.92006,1.06,0.0272,1270,615.67,5.16,2,5201,4.573,0.36,0.834,0.948,N
0,114.9086242,0.531564,4.92872,42.78,0.4163,259,1.06,150.96,1,4412,4.565,0.44,0.737,0.729,N
1,11.55532445,0.019441,0.09325,1.7,0.0911,674,48.88,8.7,1,5149,4.506,-0.14,0.803,0.755,N
0.937,11.5706005,0.013484,2.65936,1.33,0.0964,771,83.39,26.6,1,5718,4.479,-0.2,0.9,0.89,N
0.999,16.2953228,0.014432,0.66987,1.6,0.1264,773,84.23,21.11,1,6187,4.432,-0.24,1.013,1.007,N
0.996,26.0841212,0.014818,0.98135,1.35,0.1681,598,30.24,32.8,1,6083,4.563,-0.5,0.835,0.933,N
0,52.80276758,0.770634,2.38759,75.82,0.268,472,11.73,70.6,1,5835,4.492,-0.24,0.901,0.918,N
0,39.20680865,0.53388,2.99762,50.2,0.222,516,16.82,62.452,1,5945,4.545,-0.3,0.861,0.95,N
0.988,64.6589166,0.013934,1.22806,2.12,0.3211,535,19.39,64.75,1,5821,4.172,0.12,1.395,1.054,N
0.892,15.8283833,0.014403,1.42037,1.8,0.1213,758,78.2,26.6,4,5596,4.298,0.14,1.145,0.95,N
0,27.6760342,0.014638,3.18892,5.15,0.1821,951,193.23,50.54,1,5123,3.442,-0.4,3.224,1.051,N
0.993,8.74192361,0.015506,1.01784,1.94,0.0817,924,172.38,16.02,4,5596,4.298,0.14,1.145,0.95,N
0,12.4281308,0.010648,0.29273,0.85,0.0979,715,61.78,13.37,2,5940,4.621,-0.88,0.729,0.819,N
0.991,9.10969334,0.011234,0.1531,1.32,0.0862,873,137.45,8.76,3,5611,4.388,0.36,1.073,1.026,N
0.93,73.7502765,0.013963,0.26863,3.78,0.3859,677,49.76,42.587,2,6056,3.797,0.14,2.481,1.408,N
0.979,4.7482669,0.005783,0.14259,1.57,0.062,1690,1927.62,5.54,2,6056,3.797,0.14,2.481,1.408,N
0,210.3064436,0.459132,4.20467,101.13,0.8208,525,17.94,214.22,1,7591,4.05,-0.08,2.017,1.665,N
0,8.268081087,0.499643,1.78555,50.31,0.0797,863,130.83,18.62,1,5749,4.502,0.02,0.922,0.987,N
0,3.564614021,0.472251,0.98216,46,0.0427,1187,470.37,8.705,1,5891,4.45,-0.56,0.892,0.818,N
0,5.877122413,0.403463,0.28631,45.95,0.0601,1061,300.43,8.056,1,5778,4.325,-0.34,1.043,0.839,N
0,1.036592635,0.484781,1.17022,463.05,0.0231,4194,73013.77,4.051,1,4884,2.737,-0.28,8.747,1.522,N
1,10.10404351,0.04465,6.86781,4.05,0.0876,752,75.32,33.3,1,5530,4.541,-0.14,0.831,0.876,N
0,91.4999978,0.258662,0.10953,21.86,0.3715,335,2.98,36.462,1,5263,4.572,-0.14,0.774,0.816,N
0.484,65.9407869,0.02222,1.06936,2.33,0.3244,454,10.04,62.6,1,5982,4.493,-0.04,0.96,1.047,N
0,30.47639859,0.500513,0.07433,43.01,0.1823,542,20.39,15.396,1,5913,4.585,-0.56,0.787,0.874,N
0.997,14.53260546,0.016627,8.91234,1.69,0.1173,746,73.37,46.34,1,6003,4.507,-0.14,0.932,1.019,N
0.992,153.348739,0.018175,0.6781,2.14,0.5545,377,4.78,94.5,2,6127,4.356,-0.3,1.08,0.964,N
0.729,13.9248005,0.012658,0.96696,0.9,0.1013,588,28.27,21.48,1,5271,4.669,-0.66,0.648,0.718,N
0,19.6001405,0.020442,0.00839,2.08,0.1432,676,49.23,5.54,1,6003,4.507,-0.14,0.932,1.019,N
0.169,361.526458,0.027145,0.34226,5.7,1.1533,410,6.67,133.2,1,7196,4.064,-0.04,1.923,1.562,N
0.996,48.0506878,0.014886,0.78624,2.36,0.2528,564,23.9,45.8,1,5332,4.083,0.18,1.453,0.932,N
0.999,34.08429351,0.358073,10.89956,36.05,0.1935,506,15.46,87.5,1,5252,4.428,0.1,0.922,0.83,N
0,9.44942628,0.258572,0.01218,75.22,0.0947,1192,476.13,3.86,1,5092,3.689,0.02,2.664,1.265,N
0,0.933489066,0.405613,0.97086,48.01,0.0178,1979,3648.49,3.55,1,5758,4.307,-0.24,1.084,0.869,N
0,1.908525084,0.013861,0.24116,3.74,0.0397,3191,24558.81,3.5943,1,9174,4.013,0.07,2.471,2.294,N
0.02,0.798467681,0.010278,9.34324,0.82,0.015,1718,2064.49,6.8,1,5575,4.557,-0.78,0.733,0.706,N
0,0.867721348,0.480869,0.17734,67,0.0173,2089,4487.7,1.9182,1,5510,4.186,0.08,1.276,0.911,N
0,161.252567,0.056948,0.02249,5.04,0.56,318,2.41,31.38,1,5985,4.574,-0.5,0.811,0.91,N
1,3.90863457,0.026067,6.31698,1.86,0.0418,787,91.01,17.21,1,4518,4.613,-0.24,0.653,0.639,N
0.783,77.086191,0.259869,0.13815,29.77,0.367,464,11,35.1,3,6228,4.441,-0.08,1.049,1.107,N
0,1.673662758,0.203697,0.02982,23.42,0.0285,1729,2106.67,1.641,1,6444,4.433,-0.3,1.053,1.094,N
0,5.93717724,5.442474,1.36751,594.32,0.0643,1005,241.6,13.66,1,5780,4.438,0,1,1,N
0,3.89043062,0.012681,0.12157,1.24,0.0454,1106,354.22,4.599,1,5646,4.449,-0.3,0.896,0.825,N
0,2.489549075,0.387996,0.11868,59.57,0.0359,1708,2007.56,3.388,1,6184,4.138,-0.36,1.406,0.991,N
1,1.644221032,0.007869,0.04254,1.18,0.0293,1897,3071.95,1.825,4,6297,4.26,0.14,1.369,1.247,N
0,4.469731089,0.334344,0.02519,84.63,0.0574,1614,1604.34,2.985,1,5758,3.808,-0.06,2.318,1.258,N
0,4.101595158,0.578886,0.55617,51.08,0.0468,1028,264.23,7.90834,1,5610,4.533,-0.38,0.808,0.813,N
0.007,1.731803197,0.203526,0.10373,22.87,0.0285,1526,1285.11,2.543,1,5761,4.426,0.18,1.029,1.031,N
0,2.64830047,0.124892,0.45328,126.54,0.0457,3042,20225.84,5.52,1,4839,2.761,-0.04,9.278,1.808,N
0.947,17.2653659,0.007577,1.17794,1.16,0.1412,888,146.92,26.48,2,6388,4.244,0.1,1.402,1.259,N
0,3.486318703,0.499394,1.29497,54.53,0.0451,1201,491.1,9.41,1,5780,4.438,0,1,1,N
0,1.705780649,0.402121,1.1018,25.95,0.0234,1101,348.32,5.53,1,4970,4.665,-1.02,0.591,0.589,N
0,7.45306683,9.56302,7.4908,1044.28,0.0748,932,178.53,28,1,5780,4.438,0,1,1,N
0,2.929299629,0.473198,0.09792,51.67,0.0402,1272,618.11,3.541,1,5780,4.438,0,1,1,N
0,5.50811352,0.499432,1.24538,34.03,0.054,778,86.57,12.59,2,5188,4.687,-0.74,0.624,0.689,N
0,0.569115097,0.838661,0.9271,156.15,0.0152,3357,29827.37,2.513,1,7174,4.13,-0.2,1.705,1.43,N
0,2.529073751,0.308466,0.15426,25.8,0.0344,1137,395.83,3.74,1,5465,4.598,-0.26,0.766,0.857,N
1,202.1168173,0.057885,2.71177,5.8,0.6666,286,1.59,180.2,1,5536,4.498,0.16,0.917,0.964,N
0,0.916326699,0.477648,0.45229,50.7,0.0188,1917,3196.67,2.718,1,6046,4.486,-0.08,0.972,1.053,N
0.884,33.0405509,0.022276,5.8464,2.36,0.1943,561,23.4,69.6,6,5688,4.415,-0.12,0.971,0.895,N
0,1.306723495,0.382215,0.04562,27.42,0.0202,1170,443.02,1.603,1,4651,4.612,-0.32,0.657,0.644,N
0,0.7967202,0.520964,0.2935,56.89,0.0169,1964,3497.4,2.1435,1,5780,4.438,0,1,1,N
0,359.102042,0.237663,0.01643,28.76,1.0368,290,1.67,48.2,1,6355,4.41,-0.08,1.108,1.151,N
0.998,160.130899,0.034707,0.15369,6.67,0.6276,450,9.68,59.3,1,6092,4.056,0.14,1.759,1.283,N
0,2.69634575,0.012741,0.2734,1.46,0.0362,1287,650.06,4.72,1,5418,4.335,0.1,1.051,0.871,N
0,2.553924603,0.303455,0.00871,32.67,0.0377,1352,789.69,1.443,1,5993,4.489,0.07,0.986,1.093,N
0,8.487871809,0.495239,1.5291,46.24,0.0805,798,96,17.991,1,5553,4.558,0.07,0.855,0.964,N
0,5.50817321,0.557136,2.40766,39.18,0.0541,768,82.55,15.689,1,5051,4.663,-0.54,0.644,0.696,N
0,6.142812722,0.292113,0.40504,31.9,0.0658,994,230.71,9.314,1,5780,4.438,0,1,1,N
0,175.0658609,0.454277,11.33013,40.63,0.5936,312,2.24,263.8,1,6021,4.57,-0.5,0.819,0.922,N
0,20.8392148,0.585349,31.09446,51.9,0.1341,584,27.45,89.4,1,5378,4.488,-0.36,0.812,0.741,N
0,9.50158045,0.669155,2.56862,73.07,0.088,860,128.99,23.057,1,5780,4.438,0,1,1,N
0,2.050435466,0.386675,0.0218,34.84,0.0291,1278,629.98,1.692,2,5440,4.496,-0.3,0.825,0.779,N
0,10.72725536,0.43892,15.65832,12.85,0.0612,307,2.1,45.7,1,3324,5.006,0.08,0.268,0.267,N
0,1.507101452,0.411029,0.06292,39.32,0.0238,1573,1453.29,1.962,1,5884,4.453,-0.64,0.876,0.794,N
0,1.274841686,0.455222,0.25241,63.68,0.0235,2025,3957.46,2.7886,1,6211,4.247,-0.16,1.281,1.055,N
0.986,4.02582434,0.014658,1.61174,1.79,0.0483,1169,440.08,11.14,4,5509,4.308,0.16,1.116,0.924,N
0,2.845746618,0.701174,0.06317,135.99,0.0396,1667,1822.75,3.0016,1,5641,3.948,-0.12,1.776,1.021,N
0,2.30120705,0.30854,0.00802,28.64,0.0335,1254,583.42,1.309,1,5641,4.554,-0.06,0.85,0.944,N
0,8.58965725,0.286052,0.00441,27.86,0.0822,828,111.01,2.58,1,5697,4.539,0.07,0.892,1.004,N
0.98,2.508116,0.012819,0.98498,12.28,0.033,3662,42618.46,6.89,3,5096,2.435,-1.52,8.769,0.763,N
0,8.56751264,0.200293,0.00562,23.05,0.0838,972,210.83,2.79,1,6212,4.42,-0.12,1.054,1.06,N
0,1.061934313,0.244939,0.04487,15.14,0.0167,1104,352.77,1.388,1,4304,4.675,-0.58,0.566,0.552,N
0,2.406574511,0.216878,0.02126,26.22,0.0373,1481,1140.2,1.867,1,6167,4.428,0.21,1.107,1.2,N
0.133,96.231257,0.028118,42.18045,29.26,0.4773,965,204.8,274.3,1,4895,2.674,-0.34,9.529,1.563,N
0,30.5528701,0.499685,1.60601,63.57,0.2007,685,51.9,42.95,1,6441,4.367,-0.12,1.165,1.152,N
0.993,26.2347447,0.018433,0.08614,2.76,0.1859,754,76.31,14.63,4,6297,4.26,0.14,1.369,1.247,N
1,160.8845197,0.079769,1.19188,9.09,0.5416,346,3.39,117.7,1,5650,4.313,-0.28,1.044,0.818,N
0,4.04506346,0.622151,3.70352,67.94,0.0498,1143,402.77,14.741,1,5780,4.438,0,1,1,N
0.999,141.2415405,0.103416,5.07822,11.49,0.5205,352,3.62,174.95,1,5705,4.397,0,1.017,0.941,N
0.86,217.8318429,0.08768,0.24445,11.17,0.7545,343,3.29,84.956,2,6259,4.385,0.14,1.167,1.21,N
0.995,16.0988294,0.011509,0.76492,1.14,0.114,705,58.53,21.88,2,5657,4.401,-0.48,0.911,0.762,N
0,1.433262145,0.048592,0.02255,5.67,0.0237,1769,2319.46,1.3479,1,5977,4.318,-0.46,1.068,0.864,N
0,0.782046543,0.667358,3.34859,43.07,0.0139,1372,836.18,4.766,1,4768,4.661,-0.82,0.591,0.584,N
0,5.663604992,0.499523,34.23612,54.55,0.0623,1021,257.36,38.72,1,5780,4.438,0,1,1,N
0,18.07661035,0.469442,4.9686,39.16,0.1228,533,19.14,44.11,1,4848,4.55,0.06,0.764,0.755,N
0,6.47173281,0.07437,0.16722,13.68,0.0731,1338,757.69,7.181,1,6318,4.079,0.06,1.685,1.242,N
0,1.031100362,0.333032,0.78784,27.35,0.0187,1584,1491.65,3.538,1,5666,4.601,-0.48,0.752,0.841,N
0,0.597933142,0.581098,0.56032,63.46,0.0139,2161,5169.99,2.196,1,5780,4.438,0,1,1,N
0,5.36652724,0.085983,0.00981,7.97,0.0588,982,219.72,2.46,1,5858,4.553,-0.26,0.849,0.94,N
0,1.540392098,0.223011,0.02905,17.63,0.0232,1210,506.98,1.539,1,4911,4.564,-0.22,0.724,0.7,N
0.995,47.1484324,0.032227,6.29958,2.58,0.2317,391,5.5,90.5,1,4975,4.579,-0.14,0.734,0.746,N
1,2.50475282,0.01214,1.60584,1.48,0.0352,1369,828.59,8.106,4,5509,4.308,0.16,1.116,0.924,N
0.618,59.3627946,0.013889,0.19141,2.23,0.2987,566,24.33,32.91,1,5786,4.106,-0.02,1.471,1.006,N
0.97,247.891041,0.028265,0.3671,4.74,0.833,367,4.27,106.04,1,6121,4.163,0.16,1.536,1.257,N
0,2.199076661,0.25145,0.01187,21.72,0.0312,1179,457.33,1.448,1,5310,4.565,-0.1,0.791,0.838,N
1,1.79110997,0.011842,1.7282,1.29,0.0296,1549,1356.76,6.642,1,6040,4.469,-0.02,0.999,1.07,N
0.001,7.77241144,0.015604,0.4041,1.69,0.0793,938,183.58,10.89,1,6014,4.486,0.07,0.993,1.101,N
0.602,1.99469354,0.008287,0.06326,0.46,0.0249,758,78.2,2.37,1,3799,4.738,-0.1,0.51,0.518,N
0.994,10.51421162,0.009808,0.19233,1.25,0.1,943,187.06,10.4,2,6259,4.385,0.14,1.167,1.21,N
0,11.34434745,0.572515,1.26869,62.52,0.099,810,101.92,20.513,1,5780,4.438,0,1,1,N
1,214.3120439,0.06189,0.5002,9.17,0.7655,380,4.93,106.6907,1,6471,4.287,0.16,1.357,1.303,N
0.027,0.876826336,0.354462,0.3908,37.24,0.0181,2042,4095,2.5137,1,6344,4.481,-0.42,0.962,1.024,N
0,208.8690972,0.277879,6.88906,29.95,0.6745,316,2.34,251.4,2,5914,4.421,-0.22,0.987,0.938,N
1,7.2593226,0.014557,0.22616,1.57,0.0718,967,206.88,8.57,2,5914,4.421,-0.22,0.987,0.938,N
0,1.98663794,0.470304,0.17763,134.5,0.0411,3234,25932.61,3.334,1,9191,3.973,0.07,2.619,2.349,N
0,13.54208867,0.263217,0.47274,26.65,0.1031,727,66.01,16.61,1,5496,4.405,-0.22,0.927,0.798,N
0,7.549303633,0.387116,1.02677,34.45,0.0734,794,93.96,14.57,1,5402,4.581,0.07,0.815,0.931,N
0,0.77544539,0.376097,0.29502,35.53,0.0163,1883,2974.07,2.109,1,5861,4.546,-0.2,0.865,0.957,N
0,308.255238,0.022287,1.62342,18.98,1.0759,576,26.05,201.3,1,4852,2.896,0.04,7.797,1.742,N
0,3.46724809,0.042435,0.00448,2.52,0.0369,841,118.15,1.4173,1,4969,4.713,-1.6,0.543,0.556,N
0,7.4413445,0.336713,0.13639,43.5,0.0763,1136,393.59,7.36,1,6540,4.321,-0.38,1.183,1.066,N
0,4.618309224,0.285711,0.03078,25.43,0.0525,947,190.56,3.26,1,5452,4.572,-0.04,0.815,0.91,N
0,0.677761275,0.237792,0.08639,22.15,0.0148,1906,3136.01,1.28,1,5699,4.553,-0.1,0.853,0.95,N
0,2.845739012,0.426372,0.01555,44.7,0.0399,1294,663.42,1.881,1,5982,4.493,-0.04,0.96,1.047,N
0.358,175.358905,0.013125,10.08429,2.9,0.5813,420,7.36,254,1,5109,3.757,-0.38,2.02,0.85,N
1,0.582895412,0.053285,0.2364,5.87,0.014,2347,7152.6,1.619,1,6263,4.46,-0.22,1.009,1.068,N
0.994,0.496069986,0.010444,1.1355,10,0.0112,6285,369989.68,2.454,3,5096,2.435,-1.52,8.769,0.763,N
0,12.42618005,0.046627,0.00079,3.48,0.0937,551,21.8,1.861,1,4624,4.619,-0.06,0.684,0.71,N
0,2.189090653,0.274077,0.0155,23.25,0.0314,1185,466.32,1.578,1,5401,4.593,-0.16,0.777,0.871,N
1,5.33905606,0.024662,10.95654,1.9,0.0525,817,105.25,25.46,1,5057,4.573,-0.44,0.704,0.676,N
0.992,23.2218115,0.016108,0.83696,2.42,0.1622,746,73.08,28.8,2,5808,4.185,0.14,1.374,1.054,N
0.015,3.351573993,0.21411,2.14023,24.15,0.0438,1282,638.3,10.832,1,5984,4.408,-0.12,1.033,0.995,N
0,8.097050622,0.245958,0.49695,24.01,0.0724,891,149.48,11.987,1,5753,4.423,-0.56,0.894,0.771,N
0,2.119107262,0.496971,0.08945,77.23,0.0329,1851,2775.75,2.7691,1,6381,4.155,-0.36,1.423,1.055,N
1,5.24088367,0.089386,0.78248,12.74,0.0607,1320,716.85,10.43,1,6452,4.241,-0.28,1.305,1.079,N
0.985,142.545,0.02727,1.94457,2.52,0.5177,318,2.42,127.83,3,5642,4.542,-0.14,0.846,0.91,N
0.999,240.7990472,0.068165,0.26927,10.31,0.7655,342,3.22,93.8,1,5758,4.168,0.12,1.385,1.029,N
0,0.888584158,0.649611,2.81093,43.7,0.0153,1211,507.14,4.8955,1,4324,4.639,-0.28,0.616,0.604,N
0,0.865959015,2.821403,15.96065,144.5,0.014,1162,434.65,8.58,1,4561,4.788,-1.84,0.469,0.492,N
0,1.527491117,0.428584,0.0442,27.85,0.0217,988,224.31,1.76,1,4273,4.652,-0.36,0.595,0.581,N
