koi_score,koi_period,koi_ror,koi_srho,koi_prad,koi_sma,koi_teq,koi_insol,koi_dor,koi_count,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,O/P
1,2.79590004,0.018787,1.37779,1.66,0.0365,1090,333.31,8.29,4,5244,4.538,-0.04,0.81,0.826,N
1,3.375716723,0.016741,0.15164,2.34,0.0458,1472,1111.66,4.5,1,6310,4.273,-0.08,1.282,1.122,N
0,0.573762943,0.00631,0.51815,0.39,0.0112,1538,1331.17,2.08,1,4891,4.683,-1.12,0.571,0.572,N
0,1.072934147,0.489542,0.20736,81.42,0.023,2523,9590.04,2.3281,1,7031,4.222,-0.06,1.523,1.415,N
0,2.61854596,0.004016,0.19954,1.18,0.0414,2008,3846.53,4.17,1,5657,3.721,0.02,2.682,1.38,N
0,13.66780903,0.010368,5.06938,0.91,0.1062,705,58.32,36.855169,1,5796,4.556,-0.44,0.807,0.856,N
0.371,254.336707,0.019676,1.23398,13.97,0.9935,586,27.88,161.6,1,5193,3.117,-0.2,6.502,2.018,N
0,1.105123883,0.007944,0.1725,0.83,0.021,1755,2235.64,2.233,1,5883,4.476,-0.04,0.959,1.005,N
0,455.7707644,0.018657,7.12978,5.34,1.3393,419,7.28,427.796479,1,6785,3.788,-0.14,2.623,1.542,N
0.015,212.760495,0.012985,36.6743,2.8,0.8041,485,13.13,444.39,1,7021,4.031,-0.06,1.976,1.526,N
0.114,73.836858,0.015625,0.02,25.09,0.4982,1143,403.37,17.93,1,4769,2.583,0.36,14.706,3.02,N
0.281,160.243128,0.021251,8.31454,15.72,0.7356,686,52.5,224.3,1,5128,3.091,-0.08,6.775,2.063,N
0.005,402.41511,0.025908,23.79394,2.52,1.059,253,0.96,588,1,6251,4.53,-0.5,0.889,0.977,N
0.03,369.28177,0.329802,0.00404,34.25,1.0293,250,0.93,30.8,1,5900,4.509,0.07,0.951,1.065,N
0.208,462.463589,0.029198,27.00391,8.92,1.103,355,3.78,673,1,5059,3.466,-0.5,2.799,0.834,N
0.251,490.63941,0.014583,0.96166,7.67,1.3982,412,6.84,230,1,5037,3.252,-0.1,4.817,1.513,N
0.175,331.55459,0.015518,19.10046,1.36,0.8995,240,0.78,481,1,5762,4.576,-0.36,0.801,0.892,N
0,0.939375593,0.488602,0.60926,52.18,0.0172,1936,3333.58,3.052,1,5826,4.345,-0.6,0.978,0.772,N
0.262,31.1911468,0.013301,0.79687,9.36,0.2244,1131,386.78,34.48,1,4785,3.009,0.18,6.443,1.546,N
0,30.9587224,0.018439,0.92468,2.34,0.2041,686,52.49,36,1,6525,4.381,-0.14,1.161,1.183,N
0,53.64708486,0.441986,0.14858,142.04,0.2797,753,75.91,28.2747,1,5261,3.506,-0.62,2.943,1.013,N
0.99,7.7021729,0.008061,0.67808,0.85,0.0754,888,147.24,12.86,1,5618,4.449,0.12,0.969,0.962,N
0,0.449249224,0.675588,0.46224,95.83,0.0117,2941,17801.78,1.7021,1,6338,4.239,-0.22,1.299,1.065,N
0,1.613014741,0.518451,0.35287,157.33,0.0335,3145,23173.2,3.6476,1,7832,3.836,-0.16,2.779,1.93,N
0.771,384.847556,0.012491,3.38283,1.09,0.994,220,0.56,298.1,1,5579,4.58,-0.22,0.798,0.892,Y
0,1.549979213,0.608012,0.13961,136.64,0.0255,2141,4986.15,2.6076,1,5408,3.777,-0.52,2.058,0.925,N
0,125.288206,0.014142,21.70482,1.5,0.4972,363,4.1,262.1,1,5881,4.48,0.06,0.973,1.044,N
0,533.47707,0.013552,0.2658,2.6,1.2719,315,2.33,158.7,1,6077,3.931,-0.6,1.759,0.964,N
0.362,0.603086711,0.290753,0.3291,36,0.0147,2459,8675.9,1.85,1,6353,4.397,-0.02,1.134,1.174,N
0.322,494.485085,0.018057,73.87427,5.03,1.374,379,4.88,984.7,1,6303,3.774,-0.08,2.553,1.414,N
0,0.93378068,0.007612,0.16884,0.63,0.0175,1427,985.2,1.982,1,4938,4.601,0.14,0.753,0.836,N
0,0.93374635,0.005282,0.29886,0.63,0.0186,1895,3029.67,2.4,1,5593,4.349,0.22,1.094,0.976,N
0.918,7.7529342,0.007937,0.37101,0.93,0.0742,1002,238.09,10.56,1,5975,4.335,-0.34,1.072,0.907,N
0.525,384.37706,0.038788,0.12904,50.93,1.2098,676,49.27,100.3,1,4859,2.481,-0.46,12.023,1.594,N
0,372.086704,0.321734,3.47746,38.4,1.0529,283,1.51,294,2,6289,4.411,-0.08,1.093,1.121,N
0,0.93372261,0.005273,0.20714,0.59,0.0186,1949,3430.76,2.121,1,5984,4.419,-0.14,1.017,0.991,N
0,0.9438885,0.005796,0.2509,1.45,0.0216,3158,23572.82,2.28,1,6947,3.895,-0.28,2.297,1.511,N
0.001,1.56859048,0.213988,0.01401,23.41,0.0266,1693,1935.28,1.221,1,6248,4.442,-0.3,1.002,1.008,N
0.998,8.98826122,0.014058,0.04995,1.39,0.0845,864,131.92,5.98,1,5984,4.521,-0.2,0.906,0.993,N
0.901,13.9093544,0.008521,0.37945,1.33,0.1179,928,175.14,15.715,3,6052,4.183,0.08,1.424,1.128,N
0.988,21.1181653,0.01031,0.08255,2.89,0.1691,1110,359.11,12.49,1,6461,3.779,-0.12,2.566,1.443,N
0.965,46.82767725,0.036335,50.49124,2.13,0.2068,276,1.37,180.2,4,3879,4.708,-0.12,0.537,0.537,Y
1,7.203855862,0.038237,4.13698,2.25,0.0595,509,15.87,22.473,4,3834,4.708,-0.02,0.539,0.541,N
1,7.256962446,0.020856,0.23039,3.53,0.0765,1163,432.1,8.62,1,5858,4.112,0.22,1.549,1.133,N
0.75,395.13138,0.010265,0.25538,0.97,1.0016,208,0.44,128.2,1,5060,4.493,0.32,0.869,0.856,Y
0.981,0.770658979,0.00842,1.84245,0.68,0.0154,1548,1348.87,3.87,1,5058,4.61,-0.04,0.739,0.827,N
0.953,4.6318914,0.006618,0.53593,0.64,0.054,1060,297.79,8.47,1,5926,4.532,-0.2,0.887,0.978,N
0.323,362.13187,0.026624,14.81161,2.23,0.9196,208,0.45,468,1,5176,4.567,-0.14,0.766,0.79,N
0.007,9.1447861,0.01623,0.16415,1.63,0.086,843,119.61,8.99,1,5849,4.517,-0.02,0.919,1.014,N
0.846,29.4856392,0.009501,3.23552,1.46,0.2057,793,93.27,53,1,6870,4.266,-0.1,1.407,1.337,N
0,0.786483923,0.154751,0.04743,21.66,0.0171,2408,7999.91,1.158,1,6315,4.258,-0.14,1.282,1.083,N
1,3.65034525,0.014576,7.97134,0.72,0.0359,578,26.47,17.77,1,3704,4.797,-0.2,0.45,0.463,N
0.798,43.9438891,0.011749,1.65286,1.12,0.2407,505,15.41,55.3,1,6008,4.537,-0.32,0.875,0.961,N
0,40.244826,0.011813,4.41004,115.94,0.2165,3302,28103.18,72.28,1,3674,0.452,-0.58,89.878,0.833,N
0.004,135.428746,0.01828,1.97873,1.83,0.5187,343,3.29,124.3,1,5849,4.517,-0.02,0.919,1.014,N
0,380.03903,0.026406,0.32628,2.36,0.9929,219,0.55,135.6,1,5477,4.568,-0.06,0.818,0.905,N
0.247,380.294204,0.025314,1.1763,2.27,0.9265,229,0.65,208,1,5518,4.473,-0.5,0.822,0.733,N
0.071,315.81065,0.020529,0.21107,1.82,0.8365,212,0.47,103.63,1,4875,4.514,0.2,0.81,0.781,N
0.202,16.9341628,0.01395,1.06094,1.71,0.1374,798,95.78,25.2,2,6321,4.417,0.07,1.125,1.207,N
0.132,527.68601,0.022251,42.53473,2,1.2409,203,0.4,855,1,5657,4.567,-0.18,0.824,0.919,N
0.159,267.911652,0.023571,34.53067,2.38,0.7643,257,1.03,508,1,5291,4.423,0.06,0.926,0.828,N
0.363,309.191789,0.010221,1.75518,1.96,0.9234,383,5.08,207,1,6299,3.99,-0.36,1.754,1.095,N
0.11,99.299502,0.019172,11.63966,5.4,0.5031,682,51.2,182.4,1,6832,3.851,0.06,2.578,1.717,N
0,371.47786,0.014547,1.71651,1.2,0.9529,203,0.4,232.2,1,5162,4.605,-0.08,0.754,0.845,N
0.067,400.11482,0.009579,1.82185,0.95,1.065,226,0.62,249,1,5547,4.521,0.24,0.911,1.005,N
0,0.510804497,0.006638,0.15094,1.58,0.014,3622,40925.32,1.277,1,6596,3.913,-0.26,2.176,1.415,N
0,4.00770453,0.517012,0.42609,92.08,0.0564,1699,1969.22,7.125,1,7162,4.185,-0.02,1.631,1.484,N
0,20.84991961,13.443089,6.93637,2912.48,0.1728,1099,345.25,54.22021,1,7355,4.042,-0.12,1.984,1.581,N
0.99,16.2347636,0.009904,1.89915,1.28,0.1338,852,124.25,29.8,1,6478,4.371,-0.04,1.188,1.209,N
0,4.254417651,0.992082,0.56598,133.79,0.0515,1360,806.64,8.151,1,6292,4.256,-0.36,1.235,1.002,N
0,0.790049989,0.00763,0.33422,0.67,0.0156,1724,2082.67,2.226,1,5427,4.53,-0.24,0.808,0.807,N
0.977,8.5073512,0.01327,5.95701,1.38,0.0819,891,148.86,28.35,1,5914,4.483,-0.06,0.955,1.011,N
0.198,406.45737,0.015734,3.073,1.96,1.1085,278,1.42,299,1,6217,4.364,-0.02,1.141,1.095,N
0.001,3.06026014,0.007509,0.66724,0.83,0.0412,1284,642.06,6.91,1,5878,4.426,-0.04,1.01,0.993,N
0.318,3.54828691,0.007771,0.87184,1.69,0.0518,1795,2458.09,8.34,1,6573,4.01,0.08,1.987,1.475,N
0,363.448167,0.31025,0.67295,37.03,1.0365,285,1.56,167.5,2,6289,4.411,-0.08,1.093,1.121,N
1,0.719741,0.005218,0.34789,0.57,0.0162,2074,4398.76,2.12,1,6014,4.486,0.07,0.993,1.101,N
0.203,6.0962602,0.005551,0.01286,0.62,0.0681,1048,284.96,2.93,1,6108,4.466,0.07,1.03,1.132,N
0.973,8.2766028,0.008249,0.29683,2.48,0.0937,1623,1639.28,10.24,1,6787,3.762,-0.16,2.753,1.596,N
0.152,234.524445,0.029408,12.10972,2.33,0.6887,226,0.62,328,1,4987,4.613,-0.04,0.727,0.81,N
0.513,302.34971,0.022799,15.55761,1.98,0.8332,208,0.44,422,1,4829,4.564,0.48,0.794,0.843,N
0.995,43.9088053,0.01559,1.41153,7.33,0.2911,885,144.75,52.4,1,5216,3.402,-0.08,4.303,1.703,N
0.999,5.61357653,0.011749,1.9638,1.41,0.0646,1165,435.61,14.84,3,6398,4.411,-0.14,1.101,1.141,N
0,20.99757968,0.030358,11.72011,2.97,0.1394,582,27.2,64.9,2,5211,4.447,0.08,0.895,0.817,N
0.896,44.4304059,0.014103,0.35682,2.61,0.2526,680,50.42,33.39,4,5951,4.017,-0.08,1.693,1.086,N
0.997,17.157236,0.009558,0.09554,1.55,0.1309,844,119.87,11.41,3,5676,4.1,0.1,1.487,1.016,N
0,92.7495777,0.029388,5.1101,1.87,0.3378,240,0.78,132.45,2,4141,4.684,-0.2,0.582,0.596,Y
0,29.3657204,0.393324,0.39054,51.33,0.1887,685,51.92,26.11,1,6167,4.299,-0.14,1.195,1.034,N
0,1.035329922,0.275495,0.04716,105.66,0.0253,3654,42120.85,1.388,1,7030,3.65,0.42,3.512,2.011,N
0,3.04463691,0.00635,0.07974,0.68,0.0417,1321,721.48,3.393,1,6181,4.474,-0.22,0.98,1.042,N
0.469,377.67241,0.020414,0.84027,1.37,0.8667,187,0.29,185.04,1,5031,4.644,-0.9,0.615,0.608,N
0.487,242.0367,0.017318,0.92019,2.11,0.7707,323,2.57,141.8,1,6086,4.36,-0.06,1.116,1.037,N
0,7.508818,0.007699,0.2369,1.02,0.0763,1107,354.74,8.9,1,6293,4.291,-0.2,1.213,1.045,N
0.066,383.937324,0.022551,144.30861,7.9,1.1206,389,5.43,1040,1,5216,3.53,-0.32,3.207,1.27,N
0.978,10.7781558,0.010138,3.45502,1.24,0.1004,942,186.22,27.68,1,6386,4.402,-0.08,1.123,1.161,N
0,0.619618218,0.006476,2.24677,3.34,0.0169,3818,50197.86,3.57259,1,5180,3.314,-0.18,4.717,1.673,N
0,4.17363793,0.006756,0.92108,2.52,0.0602,2197,5511.8,9.47,1,6619,3.595,-0.16,3.41,1.67,N
0.312,244.58323,0.018977,0.70687,2.33,0.8152,328,2.72,130.8,2,6321,4.417,0.07,1.125,1.207,N
0.136,185.83013,0.007819,1.53429,1.01,0.6362,370,4.42,141,1,6137,4.286,-0.24,1.187,0.993,N
0.001,363.346158,0.02688,24.73059,22.36,1.2824,537,19.65,557,1,4994,3.002,0.1,7.619,2.124,N
0.097,303.91225,0.020355,0.49292,1.97,0.8656,242,0.81,134,1,5412,4.513,0.18,0.887,0.936,N
0.223,536.52197,0.015321,51.927,3,1.336,273,1.31,924.5,1,5335,3.973,0.44,1.794,1.104,N
0.106,539.214259,0.015989,114.73195,2.04,1.3565,265,1.17,1208,1,6469,4.359,-0.16,1.171,1.143,N
0.11,343.56446,0.012412,0.32672,1.8,0.9658,298,1.87,126.8,1,5770,4.2,0.1,1.326,1.017,N
0.347,9.4609418,0.006322,0.67134,0.54,0.0784,767,81.83,14.7,1,5485,4.5,-0.56,0.788,0.716,N
0.272,54.432903,0.015637,10.55953,1.41,0.2585,404,6.29,118.3,1,5119,4.493,-0.02,0.827,0.777,N
0.311,402.27493,0.016636,0.39652,1.73,1.0699,262,1.11,150.3,1,6299,4.486,-0.42,0.95,1.008,N
0.107,235.20613,0.022999,5.45324,1.71,0.6772,230,0.66,252,1,5205,4.648,-0.44,0.679,0.755,N
0,1.721313779,0.714233,1.61953,83.69,0.028,1627,1658.35,6.3302,1,5960,4.371,-0.12,1.073,0.986,N
0,2.015152464,0.73335,0.17997,132.05,0.0353,2107,4657.05,3.3805,1,6988,4.163,-0.04,1.649,1.448,N
0,14.44312745,0.308855,0.13901,92.28,0.1262,1182,462.07,11.53,1,5757,3.672,-0.34,2.736,1.283,N
0,3.79654367,0.475282,0.02989,159.34,0.0593,2577,10412.56,2.835,2,8117,3.748,-0.42,3.07,1.922,N
0.801,1.58487898,0.006011,1.81544,0.37,0.0218,943,187.91,6.22,1,4201,4.675,-0.46,0.566,0.552,N
0,0.805267592,0.011222,10.07031,1.35,0.0179,2165,5216.79,7.01,1,6268,4.429,0.07,1.1,1.188,N
0,3.7228679,0.007308,0.01125,0.74,0.0472,1182,461.27,2.02,1,6046,4.509,-0.2,0.927,1.011,N
0.113,0.56678228,0.010717,0.08643,0.88,0.0121,1661,1814.33,1.1364,1,4796,4.56,0.04,0.749,0.742,N
0,1.71024931,0.00937,0.44059,1.2,0.0301,1766,2298.2,4.08,1,6418,4.395,0.07,1.171,1.241,N
0.993,5.3360574,0.00685,0.79205,1.52,0.0647,1667,1823.9,10.6,1,6742,3.925,-0.4,2.032,1.267,N
0,309.933134,0.013076,2.4594,1.8,0.9603,319,2.43,232,1,6299,4.325,0.14,1.262,1.236,N
0,0.505322676,0.461721,0.23888,46.59,0.0123,2275,6291.87,1.477361,1,5941,4.49,-0.22,0.924,0.962,N
0.043,375.17737,0.032567,0.31394,3.64,1.059,264,1.15,132.7,1,6089,4.468,0.07,1.024,1.125,N
0,1.65746034,0.00437,0.15063,0.54,0.0273,1663,1808.13,2.8,1,5860,4.326,-0.02,1.13,0.987,N
0.22,381.85852,0.016941,0.80777,8.3,1.0472,453,9.93,184,1,4959,3.155,-0.26,4.486,1.049,N
0.204,47.4314857,0.011733,4.51074,8.83,0.3379,1029,265.1,81.3,1,5166,3.12,0.07,6.891,2.282,N
0.3,508.04103,0.017893,19.85264,1.89,1.2798,217,0.53,647,1,5672,4.503,0.36,0.965,1.08,N
0.944,0.840594032,0.006393,2.67252,0.62,0.0161,1780,2368.31,4.639,3,5440,4.438,-0.24,0.885,0.782,N
1,8.16733851,0.010408,0.43756,1.03,0.0791,865,132.43,11.56,2,5808,4.522,-0.06,0.902,0.987,N
0.956,6.46004728,0.020507,1.50481,1.8,0.0652,883,144.06,14.92,2,5704,4.575,-0.3,0.804,0.897,N
0.899,7.0956395,0.009348,1.47451,1.2,0.0702,989,225.73,15.77,2,5480,4.26,0.16,1.174,0.915,N
0.976,5.53609368,0.035793,1.16751,2.2,0.0519,566,24.23,12.37,5,3891,4.718,0.21,0.564,0.605,N
0,20.004714,0.009662,6.43311,0.89,0.1392,577,26.19,51.4,1,5299,4.534,0.14,0.848,0.896,N
0.943,22.6432436,0.02176,378.55249,2.12,0.1541,624,35.77,217.3,1,5880,4.516,-0.22,0.891,0.949,N
0,350.65158,0.014422,6.08374,1.31,0.9467,243,0.83,340.7,1,5882,4.56,-0.34,0.833,0.923,N
0,4.18587282,0.009013,4.51212,0.89,0.0471,1057,295.17,16.11,1,5455,4.421,-0.2,0.909,0.795,N
0.508,275.5603,0.008649,0.69381,2.33,0.9025,437,8.6,140.7,1,5989,3.764,-0.18,2.467,1.289,N
0,2.178142613,0.012475,17.938,1.22,0.0328,1452,1050.06,16.51,1,6290,4.527,-0.5,0.898,0.99,N
0.334,379.67276,0.014816,3.22991,1.33,0.9933,247,0.88,291,1,6156,4.563,-0.66,0.824,0.906,N
0.176,391.420272,0.015559,14.56005,1.61,1.0291,256,1.01,490,1,6032,4.46,-0.32,0.949,0.948,N
0.253,278.38935,0.014366,2.11467,6.81,0.9633,464,10.93,205.4,1,4951,3.349,0.16,4.342,1.537,N
0.066,185.243906,0.019292,16.26358,2.38,0.6797,354,3.7,309,1,6218,4.417,0.21,1.131,1.219,N
0.941,7.8687123,0.009353,0.39971,1.73,0.0855,1323,722.44,10.94,1,6738,4.109,-0.18,1.692,1.351,N
0.997,9.9105786,0.010162,0.08742,1.19,0.0952,922,170.47,7.69,1,6214,4.442,0.07,1.076,1.169,N
0.046,261.684363,0.025408,40.2795,1.46,0.6447,175,0.22,526.3,1,4393,4.713,-0.96,0.526,0.522,N
0,0.808106001,0.378415,0.10992,39.59,0.0172,1978,3631.91,1.56,1,6014,4.494,-0.08,0.958,1.043,N
0.036,391.33068,0.015737,1.18593,1.68,1.0467,274,1.33,212.5,1,6428,4.457,-0.54,0.977,0.998,N
0,320.5679455,0.027436,0.68631,2.43,0.8854,234,0.71,155.060445,1,5546,4.575,-0.14,0.81,0.907,N
0.001,116.025744,0.032248,24.27229,37.99,0.5515,893,150.02,258,1,4575,2.592,0.24,10.788,1.66,N
0.128,85.9770426,0.029603,111.64111,1.46,0.2959,202,0.4,352,1,3710,4.797,-0.2,0.452,0.467,N
0.09,370.94353,0.3277,0.01779,27.77,0.9579,228,0.64,50.6,1,5755,4.588,-0.46,0.776,0.85,N
0.291,280.55544,0.018404,1.20227,2.17,0.8742,308,2.13,171,1,6292,4.426,-0.08,1.078,1.129,N
0.168,30.6261927,0.011894,155.97949,1.55,0.1862,655,43.61,197.8,1,5860,4.244,-0.22,1.197,0.917,N
0.128,364.42189,0.332378,0.00314,36.37,1.0253,264,1.14,28,1,6047,4.47,0,1.002,1.081,N
0.127,269.331027,0.022057,8.64594,2.54,0.8341,304,2.02,321,1,6129,4.419,-0.06,1.055,1.06,N
0,0.646523404,0.004755,0.10496,0.85,0.0167,3163,23676.16,1.324,1,7257,4.185,-0.06,1.631,1.487,N
0,0.855763492,0.502932,0.37107,72.82,0.019,2464,8674.28,2.431,1,6679,4.286,-0.16,1.326,1.246,N
0,8.429438192,0.666432,4.85448,49.49,0.0711,582,27.16,26.3205,1,4268,4.602,0.2,0.68,0.675,N
0,1.33258375,0.007733,0.07196,0.84,0.0243,1727,2096.92,1.89,1,6108,4.471,-0.08,0.997,1.072,N
0.763,14.1011023,0.0096,1.32322,1.26,0.122,904,157.56,24.05,1,6534,4.365,-0.06,1.199,1.219,N
0.323,433.220461,0.024338,185.39418,2.07,1.0084,203,0.4,1225,1,5232,4.519,-0.32,0.777,0.727,N
0,1.99492332,0.008828,0.03185,0.94,0.0319,1451,1044.18,1.885,1,5957,4.498,0.07,0.971,1.083,N
1,5.44085762,0.011602,1.63174,0.97,0.0568,892,149.44,13.67,1,5519,4.59,-0.34,0.762,0.827,N
0,0.887691177,0.00564,1.35069,1.53,0.02,2709,12704.16,3.83,1,5500,3.775,0.16,2.491,1.348,N
0,0.566793534,0.008135,0.08663,122.64,0.0146,14667,10947554.55,1.1373,1,3420,0.269,-0.18,138.056,1.291,N
0.022,350.514,0.013546,0.37323,2.22,0.9955,346,3.37,134.3,1,6382,4.115,-0.36,1.5,1.068,N
0.103,431.51734,0.071738,0.41374,10.28,1.1999,287,1.6,159.7,1,6221,4.294,0.2,1.312,1.24,N
0.266,364.98242,0.025568,0.13999,3.12,1.0483,293,1.73,99.5,1,6429,4.404,-0.14,1.116,1.152,N
0.153,447.97028,0.020665,3.13723,2,1.1358,230,0.67,321.66,1,5911,4.53,-0.2,0.887,0.972,N
0,472.6038,0.024179,1.65661,2.28,1.1718,218,0.54,269,1,5764,4.548,-0.12,0.863,0.959,N
0,0.933745798,0.029106,0.02654,3.45,0.0195,2097,4570.22,1.0695,1,6367,4.419,-0.14,1.087,1.131,N
1,3.93766786,0.004548,0.31319,1.36,0.0555,1947,3388.82,6.355,1,6277,3.728,-0.06,2.741,1.465,N
0,1.352564873,0.007307,0.13961,1.45,0.0247,2447,8505.97,2.38,1,6463,3.959,-0.5,1.823,1.103,N
0,31.9729501,0.012524,0.09047,2.41,0.2157,757,77.49,16.97,1,6007,4.064,0.2,1.759,1.311,N
0,5.76556718,0.014194,0.68128,1.66,0.0643,1120,371.86,10.62,1,6218,4.404,-0.12,1.072,1.057,N
0.941,86.1160885,0.027076,3.53765,3.11,0.4001,441,8.93,111.52,1,6161,4.454,0.07,1.053,1.15,N
0.293,25.3428696,0.014429,38.09229,1.85,0.1821,706,58.81,109,1,6311,4.398,0.21,1.172,1.253,N
0,0.66234265,0.047016,2.98551,5.13,0.0149,2089,4499.32,4.11,1,5780,4.438,0,1,1,N
0,0.536654028,0.006137,0.18262,0.67,0.0128,2299,6574.04,1.406,1,5887,4.421,-0.12,1.001,0.965,N
0,1.08908149,0.010224,0.74036,0.69,0.0175,1131,386.2,3.594,1,4327,4.639,-0.3,0.614,0.6,N
0,3.55650403,0.01191,0.02007,0.56,0.0347,580,26.66,2.38,1,3745,4.819,-0.4,0.427,0.438,N
0.907,4.40660737,0.007846,3.00366,0.86,0.054,1152,415.56,14.55,1,6063,4.47,-0.02,1.001,1.079,N
0,0.527673051,0.004956,1.06412,1.43,0.0143,4056,63629.23,2.502,1,6762,3.738,-0.48,2.637,1.386,N
0.238,117.140785,0.017628,12.30909,15.87,0.6022,862,130.52,207.5,1,5282,2.932,-0.5,8.243,2.118,N
0,0.590281548,0.004709,0.12926,0.68,0.0137,2643,11597.35,1.335,1,6124,4.196,-0.28,1.315,0.991,N
0,4.5647147,0.009598,0.00923,1.04,0.0533,1131,387.76,2.166,1,5953,4.433,-0.18,0.99,0.968,N
0.007,348.68162,0.016594,1.53173,2.09,1.0261,302,1.96,214.3,2,6450,4.386,-0.08,1.155,1.183,N
0.573,353.01861,0.017844,0.82481,2.25,1.0346,301,1.93,175.8,2,6450,4.386,-0.08,1.155,1.183,N
0.077,345.128277,0.016543,0.72385,1.94,1.0148,282,1.5,165.8,1,6214,4.442,0.07,1.076,1.169,N
0.102,370.38642,0.0125,0.23644,2.12,1.0735,328,2.74,119.69,1,6179,4.134,0.06,1.555,1.199,N
0,267.970682,0.017328,1.57319,1.7,0.8056,280,1.45,181.4,1,6008,4.519,-0.28,0.897,0.97,N
0.212,370.98253,0.67395,0.00858,119.96,1.0106,338,3.07,39.7,1,6028,4.013,-0.34,1.63,0.999,N
0.114,371.4589776,0.019702,3.24332,2.22,1.0253,283,1.51,287.06794,1,6388,4.427,-0.36,1.033,1.035,N
0.578,338.00692,0.02127,0.6155,2.09,0.929,249,0.91,154.91,1,5741,4.502,-0.12,0.898,0.934,N
0.284,34.9989085,0.02335,6.47571,1.65,0.185,376,4.74,74.8,1,4559,4.653,-0.1,0.648,0.707,N
0.12,432.42787,0.010304,0.17491,1.14,1.1457,259,1.07,120,1,6263,4.46,-0.22,1.009,1.068,N
0.104,386.78734,0.025317,0.65089,2.34,0.9641,224,0.6,172.7,1,5425,4.484,-0.22,0.847,0.796,N
0.289,449.557346,0.033612,0.33773,55.33,1.5967,721,64.05,153.4,1,5323,2.51,-0.5,15.075,2.683,N
0,1.009671584,0.511844,0.27767,125.31,0.0236,3287,27692.04,2.4642,1,7652,3.974,-0.14,2.242,1.723,N
0,2.287515702,0.571184,0.0819,86.76,0.0383,1801,2484.21,2.82956,1,6773,4.306,0.21,1.391,1.427,N
0,32.77897303,0.656244,0.15627,69.08,0.2032,588,28.29,20.7047,1,6122,4.487,-0.18,0.964,1.041,N
0,5.274819905,0.503754,0.64756,100.89,0.0692,1646,1733.91,9.839,1,7247,4.111,0.04,1.834,1.584,N
0,0.94808587,0.120954,0.02954,37.72,0.0233,3359,30040.23,1.12,1,6875,3.798,0.2,2.856,1.868,N
0,0.566814046,0.006227,0.09194,0.56,0.0127,2039,4073.9,1.16,1,5724,4.53,-0.38,0.827,0.845,N
0,3.40076682,0.004232,0.25812,0.69,0.0462,1540,1328.5,5.4,1,6134,4.142,0,1.496,1.131,N
0,0.56676437,0.008342,0.28929,0.92,0.0139,2267,6222.58,1.7,1,6039,4.478,0.07,1.005,1.108,N
0.999,2.52443998,0.006278,1.51612,1.53,0.0393,2145,4998.98,7.99,1,6461,3.846,-0.34,2.225,1.266,N
0,0.769358923,0.006026,1.85294,1.93,0.0185,2928,17335.4,3.87,1,5267,3.655,0.02,2.935,1.42,N
0.295,185.97534,0.006941,1.8516,2.76,0.8105,688,53.05,150.2,1,7365,3.628,-0.08,3.638,2.049,N
0,1.332565736,0.32209,0.03132,33.69,0.0241,1674,1849.94,1.433,1,6014,4.494,-0.08,0.958,1.043,N
0.197,266.977677,0.021117,0.42083,7.86,0.9631,549,21.53,116.6,1,6619,3.595,-0.16,3.41,1.67,N
0,5.959695593,0.011755,4.07631,1.13,0.064,937,182.4,19.706945,1,5717,4.538,0,0.884,0.984,N
0.266,5.0487451,0.007408,0.66294,0.67,0.0565,922,170.39,9.63,1,5450,4.573,0.07,0.83,0.939,N
0.012,103.039788,0.032293,0.33348,2.05,0.3592,210,0.46,57.2,1,3749,4.674,0.56,0.581,0.582,N
0,0.566799395,0.014025,1.45961,1.65,0.0139,2448,8550.93,2.916,1,6322,4.426,-0.12,1.075,1.124,N
0,417.829033,0.020585,0.97924,2.19,1.1157,248,0.9,208.3,1,6018,4.485,-0.04,0.975,1.058,N
0.001,4.39049637,0.009952,1.10508,2.07,0.0572,1637,1701.16,10.4,1,6429,3.989,-0.14,1.908,1.298,N
0,3.74785358,0.009218,0.44812,0.89,0.047,1093,337.14,6.93,1,5706,4.537,0.02,0.886,0.986,N
0.877,0.968980781,0.009916,2.4494,1.08,0.0197,1844,2730.51,4.9539,1,5866,4.473,0.18,1,1.083,N
1,10.76800074,0.007669,1.18674,0.92,0.094,885,144.85,19.38,2,5874,4.338,-0.12,1.096,0.954,N
0.476,49.3567907,0.010449,0.2907,1.91,0.2754,637,38.86,33.45,3,5862,4.05,0.16,1.67,1.142,N
0.912,1.001916708,0.007686,4.38817,0.62,0.0182,1545,1352.47,6.15,1,5521,4.613,-0.44,0.734,0.821,N
0.147,2.21568076,0.006239,3.14774,0.57,0.0305,1236,550.44,9.35,1,5349,4.478,-0.24,0.836,0.767,N
0.971,0.862329309,0.011096,5.06808,1.09,0.0177,1825,2623.55,5.84,1,5806,4.528,-0.04,0.899,0.996,N
0.038,3.850304552,0.011427,8.1999,0.28,0.0283,407,6.44,18.591471,1,3274,5.044,0.02,0.224,0.202,N
0.335,432.96905,0.014757,0.33094,1.43,1.1163,219,0.55,148.6,1,5580,4.538,0.14,0.886,0.989,N
0.839,372.15035,0.019654,0.31453,1.74,0.9758,232,0.69,132.1,1,5769,4.57,-0.32,0.812,0.9,Y
